,bedrooms,bathrooms,toilets,parking_space,price,title,town,state,cluster
17771,4,4,5,4,90000000,2,42,1,0
17775,4,5,5,4,200000000,6,77,1,1
17776,4,4,5,4,210000000,4,68,16,1
17777,4,5,5,4,45000000,0,13,16,0
17778,4,4,6,4,18000000,1,94,1,0
17781,6,6,7,4,300000000,2,99,16,1
17783,4,5,5,4,150000000,4,99,16,2
17784,4,4,5,4,45000000,4,100,1,0
17787,4,5,6,4,55000000,2,75,18,0
17789,4,4,5,4,160000000,6,99,16,2
17790,5,5,5,4,75000000,2,10,16,0
17792,4,5,5,4,70000000,2,99,16,0
17796,4,4,5,4,53000000,4,10,16,0
17798,4,4,5,4,75000000,6,99,16,0
17800,3,4,4,4,36000000,6,99,16,0
17802,5,5,6,4,110000000,2,64,16,2
17803,5,5,6,4,112500000,6,100,1,2
17804,4,4,5,4,58000000,6,99,16,0
17806,3,4,4,4,24000000,6,86,1,0
17810,4,5,5,4,48000000,6,99,16,0
17813,4,5,5,4,65000000,2,10,16,0
17815,4,5,5,4,67000000,4,99,16,0
17816,5,5,4,4,80000000,2,10,16,0
17818,5,5,6,4,300000000,2,99,16,1
17822,4,4,5,4,85000000,2,99,16,0
17823,5,5,6,4,165000000,2,48,1,2
17824,3,4,4,4,30000000,0,2,18,0
17828,5,5,6,4,80000000,2,99,16,0
17832,4,4,5,4,75000000,4,99,16,0
17836,4,5,5,4,115000000,2,99,16,2
17840,4,5,5,4,35000000,2,86,1,0
17841,5,5,5,4,280000000,2,99,16,1
17842,4,4,5,4,95000000,6,147,1,0
17843,5,5,6,4,300000000,2,99,16,1
17846,5,5,6,4,70000000,2,99,16,0
17847,5,5,6,4,190000000,2,99,16,2
17848,5,5,6,4,60000000,2,106,16,0
17849,4,4,5,4,70000000,2,99,16,0
17851,5,6,7,4,120000000,2,99,16,2
17854,5,5,6,4,120000000,2,99,16,2
17856,4,5,6,4,65000000,4,99,16,0
17860,4,4,5,4,95000000,2,99,16,0
17861,5,4,6,4,180000000,2,106,16,2
17865,5,5,6,4,130000000,2,64,16,2
17868,4,5,5,4,150000000,2,48,1,2
17871,3,5,5,4,41000000,6,99,16,0
17872,4,4,5,4,90000000,6,99,16,0
17875,6,6,7,4,135000000,2,75,16,2
17881,5,5,6,4,260000000,2,64,16,1
17882,4,4,4,4,70000000,2,99,16,0
17883,4,4,5,4,68000000,1,42,1,0
17884,4,4,5,4,125000000,2,144,16,2
17885,5,5,6,4,200000000,2,99,16,1
17889,4,4,5,4,73000000,2,99,16,0
17890,6,6,7,4,85000000,2,99,16,0
17891,3,3,4,4,20000000,3,65,16,0
17895,5,5,6,4,55000000,2,99,16,0
17896,4,4,5,4,125000000,2,10,16,2
17900,3,5,5,4,12000000,3,2,18,0
17901,4,4,5,4,38000000,2,55,16,0
17903,5,6,6,4,135000000,2,99,16,2
17904,4,5,5,4,65000000,2,10,16,0
17905,4,5,5,4,90000000,0,9,16,0
17906,4,4,5,4,50000000,2,136,21,0
17907,5,6,7,4,180000000,2,99,16,2
17908,5,5,5,4,270000000,2,99,16,1
17909,5,5,6,4,90000000,2,99,16,0
17912,4,5,5,4,65000000,2,49,20,0
17913,4,4,4,4,230000000,4,68,16,1
17916,5,5,6,4,70000000,6,149,1,0
17918,4,5,5,4,40000000,2,10,16,0
17921,4,5,5,4,38000000,2,49,20,0
17925,5,5,6,4,235000000,2,106,16,1
17927,4,4,5,4,76000000,4,99,16,0
17932,5,5,6,4,130000000,2,99,16,2
17933,4,4,4,4,155000000,2,99,16,2
17935,4,4,5,4,50000000,6,10,16,0
17936,5,5,5,4,55000000,4,99,16,0
17941,5,5,6,4,88000000,2,10,16,0
17942,3,4,4,4,35000000,0,73,16,0
17944,5,5,5,4,130000000,2,14,16,2
17946,4,5,5,4,46000000,4,48,1,0
17949,4,5,5,4,60000000,6,89,1,0
17950,5,5,6,4,120000000,2,99,16,2
17955,4,5,5,4,80000000,2,99,16,0
17956,5,5,6,4,150000000,4,99,16,2
17957,3,3,4,4,30000000,1,122,16,0
17960,4,5,5,4,77000000,2,10,16,0
17964,6,6,7,4,47000000,2,17,18,0
17965,4,5,5,4,65000000,2,10,16,0
17968,4,5,5,4,45000000,6,85,1,0
17970,5,6,6,4,85000000,2,99,16,0
17972,4,4,5,4,65000000,6,144,16,0
17973,4,4,4,4,250000000,2,64,16,1
17975,5,5,6,4,120000000,2,99,16,2
17980,3,5,4,4,19500000,1,99,16,0
17982,4,4,5,4,90000000,2,48,1,0
17984,3,3,4,4,28000000,1,101,1,0
17985,4,4,5,4,85000000,2,99,16,0
17987,5,5,6,4,250000000,2,99,16,1
17988,3,3,4,4,20000000,1,69,15,0
17991,5,5,6,4,155000000,2,99,16,2
17993,5,5,5,4,140000000,2,99,16,2
17994,5,5,6,4,200000000,2,99,16,1
17997,4,5,4,4,28000000,1,48,1,0
18002,5,5,6,4,180000000,4,48,1,2
18009,4,4,4,4,70000000,2,10,16,0
18013,4,4,5,4,90000000,6,99,16,0
18015,5,6,6,4,120000000,2,99,16,2
18016,4,4,5,4,70000000,6,78,1,0
18018,5,5,6,4,92000000,2,99,16,0
18020,5,5,6,4,80000000,2,10,16,0
18023,4,4,5,4,280000000,2,68,16,1
18024,4,5,5,4,59000000,0,13,16,0
18026,5,5,6,4,120000000,2,99,16,2
18029,4,5,5,4,2500000,0,123,18,0
18030,4,5,5,4,95000000,0,76,16,0
18034,5,6,6,4,140000000,2,99,16,2
18036,4,5,5,4,120000000,6,99,16,2
18037,5,5,5,4,100000000,2,99,16,2
18038,4,5,5,4,35000000,1,55,16,0
18041,4,4,5,4,300000000,6,144,16,1
18042,4,4,5,4,39136500,5,99,16,0
18046,5,6,6,4,80000000,2,99,16,0
18048,4,4,5,4,120000000,2,99,16,2
18051,6,6,6,4,300000000,2,99,16,1
18053,4,4,5,4,75000000,4,99,16,0
18054,3,5,5,4,70000000,1,14,16,0
18057,5,5,6,4,280000000,2,99,16,1
18058,4,4,5,4,19000000,1,126,8,0
18059,3,4,4,4,42000000,3,38,10,0
18061,4,5,5,4,70000000,6,47,1,0
18063,4,5,5,4,85000000,4,99,16,0
18064,4,4,5,4,150000000,6,99,16,2
18067,3,3,4,4,33000000,1,99,16,0
18068,4,4,5,4,65000000,2,10,16,0
18072,4,4,4,4,20000000,1,88,1,0
18075,4,4,5,4,70000000,2,10,16,0
18076,4,5,6,4,45000000,4,55,16,0
18078,5,5,6,4,85000000,4,47,1,0
18081,5,5,6,4,220000000,2,106,16,1
18083,3,3,4,4,35000000,1,10,16,0
18085,5,5,6,4,260000000,2,99,16,1
18089,4,5,5,4,30000000,1,49,20,0
18090,5,5,6,4,95000000,2,99,16,0
18091,4,4,5,4,120000000,6,144,16,2
18095,4,4,5,4,75000000,4,47,1,0
18098,4,4,5,4,130000000,6,64,16,2
18100,4,5,5,4,60000000,6,149,1,0
18101,5,5,6,4,105000000,2,99,16,2
18102,4,5,5,4,65000000,4,99,16,0
18106,4,5,5,4,48000000,4,10,16,0
18112,4,5,5,4,55000000,6,47,1,0
18113,4,5,5,4,50000000,6,99,16,0
18114,4,4,5,4,180000000,0,144,16,2
18118,4,5,5,4,85000000,4,99,16,0
18119,4,4,5,4,55000000,6,99,16,0
18120,5,5,6,4,270000000,2,99,16,1
18121,3,3,4,4,42000000,6,99,16,0
18123,5,6,7,4,95000000,2,99,16,0
18124,4,4,5,4,57000000,6,99,16,0
18126,4,4,5,4,125000000,2,99,16,2
18128,3,3,4,4,68000000,6,99,16,0
18130,6,6,7,4,45000000,1,37,21,0
18134,5,5,6,4,120000000,2,99,16,2
18139,5,5,6,4,120000000,2,99,16,2
18140,4,5,5,4,140000000,6,99,16,2
18144,5,5,5,4,150000000,2,64,16,2
18148,5,5,6,4,150000000,2,99,16,2
18149,4,5,5,4,85000000,2,99,16,0
18150,5,6,6,4,130000000,2,99,16,2
18159,5,5,6,4,100000000,2,99,16,2
18160,4,5,5,4,65000000,2,10,16,0
18161,4,5,5,4,65000000,2,10,16,0
18162,4,5,5,4,48000000,5,10,16,0
18170,4,5,5,4,60000000,2,10,16,0
18173,4,4,5,4,80000000,2,99,16,0
18176,4,5,5,4,200000000,1,122,16,1
18185,4,5,5,4,35000000,0,121,3,0
18189,4,4,5,4,43000000,2,10,16,0
18191,5,6,6,4,305000000,2,99,16,1
18193,5,5,6,4,200000000,2,99,16,1
18195,5,5,5,4,200000000,2,99,16,1
18198,4,4,5,4,85000000,4,99,16,0
18199,4,5,5,4,64000000,2,136,21,0
18200,3,3,4,4,65000000,0,99,16,0
18201,5,5,6,4,100000000,2,126,8,2
18206,5,5,5,4,8000000,5,49,20,0
18207,4,5,6,4,75000000,4,99,16,0
18208,5,5,6,4,80000000,2,99,16,0
18209,3,3,4,4,45000000,4,10,16,0
18210,5,5,6,4,160000000,2,99,16,2
18211,5,5,6,4,285000000,2,99,16,1
18213,4,5,5,4,38000000,0,34,8,0
18219,4,4,5,4,65000000,2,10,16,0
18224,5,5,6,4,127000000,2,99,16,2
18225,3,3,4,4,250000000,0,68,16,1
18226,4,5,5,4,45000000,0,13,16,0
18227,5,6,6,4,160000000,2,136,21,2
18234,4,5,5,4,40000000,2,99,16,0
18235,4,4,5,4,35000000,1,136,21,0
18238,5,5,6,4,80000000,2,64,16,0
18240,5,5,6,4,135000000,2,99,16,2
18241,4,5,5,4,90000000,6,99,16,0
18242,4,4,5,4,25000000,2,122,16,0
18245,4,5,5,4,90000000,2,99,16,0
18247,5,6,6,4,240000000,2,99,16,1
18250,5,5,6,4,160000000,2,42,1,2
18251,4,4,5,4,13000000,0,60,18,0
18253,4,4,5,4,30000000,4,100,1,0
18254,4,4,5,4,60000000,3,103,1,0
18255,4,5,5,4,32000000,2,57,20,0
18256,4,5,5,4,72000000,6,99,16,0
18262,4,4,5,4,75000000,2,99,16,0
18263,4,4,4,4,65000000,4,73,16,0
18264,5,5,5,4,130000000,6,150,16,2
18265,5,5,6,4,235000000,2,106,16,1
18273,3,5,5,4,130000000,2,64,16,2
18277,5,5,6,4,210000000,2,81,1,1
18278,4,4,5,4,65000000,6,99,16,0
18279,4,4,5,4,80000000,2,99,16,0
18282,4,4,4,4,38000000,6,10,16,0
18285,6,6,7,4,68000000,2,103,1,0
18288,3,3,4,4,30000000,1,60,18,0
18289,3,4,4,4,50000000,1,86,1,0
18290,4,4,5,4,60000000,2,10,16,0
18292,4,5,5,4,200000000,4,99,16,1
18293,5,5,6,4,160000000,2,99,16,2
18294,4,4,5,4,300000000,6,107,1,1
18296,4,5,5,4,250000000,2,99,16,1
18297,5,5,6,4,110000000,2,99,16,2
18301,4,5,5,4,45000000,0,76,16,0
18305,3,5,5,4,35000000,2,99,16,0
18308,3,5,5,4,90000000,0,99,16,0
18312,4,5,5,4,80000000,4,99,16,0
18313,4,4,5,4,150000000,4,99,16,2
18314,4,5,5,4,50000000,0,132,11,0
18317,5,5,5,4,275000000,2,99,16,1
18318,4,4,5,4,70000000,6,100,1,0
18321,5,5,6,4,150000000,2,99,16,2
18326,4,4,5,4,65000000,4,99,16,0
18329,3,5,5,4,65000000,0,117,21,0
18333,4,4,5,4,45000000,2,10,16,0
18338,5,5,6,4,250000000,2,144,16,1
18342,4,4,5,4,75000000,4,99,16,0
18343,4,4,5,4,140000000,2,99,16,2
18345,4,5,5,4,65000000,2,10,16,0
18348,5,5,5,4,250000000,2,99,16,1
18353,4,4,5,4,60000000,2,10,16,0
18355,4,4,5,4,90000000,6,89,1,0
18357,4,4,5,4,85000000,2,99,16,0
18360,4,4,4,4,260000000,2,68,16,1
18364,3,5,4,4,185000000,6,144,16,2
18365,3,5,4,4,10500000,1,111,3,0
18366,5,5,6,4,150000000,2,99,16,2
18368,4,4,5,4,65000000,2,10,16,0
18371,4,4,4,4,15000000,1,67,16,0
18374,5,5,6,4,120000000,2,99,16,2
18376,5,5,6,4,110000000,2,99,16,2
18379,4,5,5,4,100000000,2,99,16,2
18380,4,4,5,4,60000000,4,99,16,0
18381,5,5,6,4,170000000,2,99,16,2
18384,5,5,6,4,85000000,2,10,16,0
18388,4,4,5,4,55000000,6,99,16,0
18391,5,5,5,4,190000000,2,99,16,2
18392,5,5,6,4,250000000,2,99,16,1
18396,4,4,5,4,72000000,2,99,16,0
18397,3,4,4,4,35000000,1,100,1,0
18398,4,5,5,4,75000000,4,99,16,0
18402,5,5,6,4,145000000,2,99,16,2
18406,4,4,5,4,280000000,2,68,16,1
18407,5,5,7,4,140000000,2,64,16,2
18408,5,5,6,4,170000000,2,99,16,2
18411,5,5,6,4,95000000,2,99,16,0
18415,4,4,4,4,60000000,2,45,1,0
18416,3,3,4,4,40000000,1,136,21,0
18417,5,5,6,4,30000000,1,55,16,0
18420,3,3,4,4,45000000,1,10,16,0
18421,5,5,5,4,98000000,4,99,16,2
18423,3,4,4,4,45000000,3,13,16,0
18425,6,6,7,4,300000000,2,89,1,1
18427,5,6,6,4,175000000,2,99,16,2
18430,6,6,7,4,130000000,2,99,16,2
18433,5,5,6,4,100000000,2,99,16,2
18435,4,5,5,4,85000000,2,99,16,0
18438,5,5,6,4,120000000,6,99,16,2
18439,4,5,5,4,55000000,6,99,16,0
18440,4,4,5,4,75000000,2,99,16,0
18441,3,4,4,4,7800000,5,65,16,0
18442,4,4,5,4,35000000,3,10,16,0
18444,4,5,5,4,90000000,2,99,16,0
18445,4,4,5,4,50000000,4,10,16,0
18450,4,4,5,4,54000000,2,10,16,0
18456,5,5,5,4,130000000,2,99,16,2
18458,3,3,4,4,70000000,4,136,21,0
18459,5,5,6,4,200000000,4,144,16,1
18461,4,4,5,4,250000000,2,99,16,1
18462,4,4,5,4,200000000,2,106,16,1
18463,5,4,4,4,45500000,2,76,16,0
18467,5,5,6,4,70000000,2,10,16,0
18476,4,5,5,4,65000000,4,99,16,0
18477,4,4,5,4,80000000,2,99,16,0
18479,4,5,5,4,205000000,0,64,16,1
18484,4,5,5,4,80000000,0,0,0,0
18485,4,4,5,4,45000000,2,25,1,0
18488,4,5,5,4,65000000,4,10,16,0
18489,4,5,5,4,45000000,0,13,16,0
18490,5,5,5,4,60000000,2,49,20,0
18492,4,5,6,4,120000000,2,48,1,2
18496,5,5,5,4,220000000,2,106,16,1
18497,4,4,5,4,65000000,6,99,16,0
18501,3,3,4,4,32000000,1,48,1,0
18502,5,5,5,4,80000000,2,16,1,0
18503,5,5,6,4,95000000,2,99,16,0
18504,4,5,5,4,60000000,4,99,16,0
18506,4,5,5,4,70000000,6,136,21,0
18507,4,4,5,4,140000000,6,99,16,2
18510,5,5,7,4,75000000,2,99,16,0
18511,5,6,6,4,170000000,2,99,16,2
18514,5,5,6,4,100000000,2,99,16,2
18516,4,5,5,4,65000000,0,98,16,0
18517,4,4,5,4,70000000,2,10,16,0
18518,5,5,6,4,270000000,2,99,16,1
18519,4,5,5,4,80000000,6,64,16,0
18521,5,6,7,4,95000000,2,99,16,0
18524,4,4,5,4,75000000,4,99,16,0
18526,3,3,5,4,29000000,4,101,1,0
18527,4,5,5,4,130000000,6,144,16,2
18529,5,5,6,4,105000000,2,99,16,2
18531,4,4,5,4,58000000,6,99,16,0
18533,5,5,6,4,193000000,2,99,16,2
18534,5,5,6,4,125000000,2,48,1,2
18536,4,5,5,4,65000000,4,106,16,0
18538,4,4,5,4,180000000,2,99,16,2
18539,3,3,4,4,11500000,1,111,18,0
18547,4,4,5,4,41500000,2,94,1,0
18549,4,5,5,4,70000000,4,99,16,0
18550,4,4,5,4,40000000,2,10,16,0
18553,5,5,6,4,70000000,2,99,16,0
18555,5,5,6,4,40000000,2,65,16,0
18556,5,5,6,4,270000000,2,99,16,1
18562,5,5,6,4,280000000,3,68,16,1
18565,4,5,5,4,47000000,4,99,16,0
18566,4,4,5,4,65000000,4,99,16,0
18568,4,5,6,4,85000000,2,99,16,0
18570,4,4,5,4,45000000,1,55,16,0
18573,4,4,5,4,55000000,4,10,16,0
18574,4,4,5,4,55000000,6,99,16,0
18577,5,5,6,4,230000000,2,106,16,1
18579,4,5,5,4,75000000,4,99,16,0
18585,4,4,5,4,95000000,4,14,16,0
18586,4,4,5,4,140000000,2,99,16,2
18588,4,5,5,4,110000000,6,99,16,2
18589,5,6,6,4,50000000,2,76,16,0
18590,4,4,5,4,220000000,4,99,16,1
18591,4,5,5,4,47000000,6,10,16,0
18593,4,4,5,4,180000000,2,144,16,2
18595,4,5,5,4,40000000,6,10,16,0
18597,4,4,5,4,120000000,2,99,16,2
18599,5,5,5,4,50000000,4,10,16,0
18600,5,5,6,4,150000000,4,99,16,2
18601,5,5,6,4,80000000,2,99,16,0
18609,5,6,6,4,190000000,2,99,16,2
18610,5,5,6,4,130000000,2,99,16,2
18611,4,4,5,4,43000000,4,10,16,0
18614,5,5,6,4,180000000,2,149,1,2
18618,5,5,6,4,110000000,2,99,16,2
18619,4,5,5,4,49500000,6,122,16,0
18623,4,5,5,4,45000000,0,13,16,0
18625,4,4,5,4,58000000,6,99,16,0
18627,4,4,5,4,60000000,4,99,16,0
18628,5,5,6,4,125000000,2,99,16,2
18630,4,4,5,4,40000000,4,48,1,0
18631,4,5,5,4,45000000,6,99,16,0
18634,5,5,6,4,40000000,6,42,1,0
18637,4,4,5,4,130000000,6,99,16,2
18641,5,5,5,4,75000000,2,99,16,0
18645,5,5,5,4,130000000,2,99,16,2
18646,4,4,5,4,100000000,4,99,16,2
18649,4,4,5,4,58000000,2,99,16,0
18651,4,5,6,4,67000000,2,10,16,0
18652,5,5,6,4,95000000,2,99,16,0
18653,4,4,5,4,55000000,6,99,16,0
18654,5,5,6,4,60000000,2,10,16,0
18656,4,5,5,4,85000000,2,99,16,0
18657,4,5,5,4,35000000,2,132,11,0
18661,4,4,4,4,55000000,6,149,1,0
18662,5,5,5,4,180000000,2,106,16,2
18663,5,5,4,4,65000000,2,103,1,0
18666,3,3,4,4,12500000,1,60,18,0
18669,4,4,5,4,270000000,6,131,8,1
18671,4,4,4,4,70000000,2,10,16,0
18673,3,4,4,4,115000000,2,99,16,2
18674,4,4,5,4,70000000,4,99,16,0
18675,4,4,5,4,47000000,6,99,16,0
18677,3,3,4,4,75000000,4,99,16,0
18679,5,5,5,4,260000000,2,99,16,1
18684,4,4,5,4,140000000,3,144,16,2
18686,5,5,6,4,45000000,2,75,16,0
18689,4,5,5,4,60000000,2,10,16,0
18690,4,4,5,4,32000000,6,99,16,0
18691,4,4,5,4,240000000,4,68,16,1
18692,4,5,5,4,69000000,0,9,16,0
18693,5,5,6,4,26000000,2,10,16,0
18696,4,5,5,4,75000000,4,99,16,0
18697,4,4,4,4,13000000,1,24,12,0
18699,6,5,7,4,180000000,2,64,16,2
18700,4,5,5,4,60000000,6,100,1,0
18701,4,4,5,4,75000000,2,99,16,0
18706,5,5,6,4,85000000,2,10,16,0
18708,5,5,6,4,145000000,2,99,16,2
18709,5,5,5,4,120000000,2,99,16,2
18710,4,5,5,4,110000000,6,99,16,2
18712,4,5,6,4,75000000,2,10,16,0
18714,4,5,5,4,80000000,2,99,16,0
18715,4,4,5,4,30000000,6,78,1,0
18719,5,6,6,4,145000000,4,47,1,2
18720,5,5,5,4,175000000,2,106,16,2
18723,3,4,4,4,65000000,6,10,16,0
18724,5,5,6,4,135000000,2,99,16,2
18726,4,4,5,4,280000000,2,68,16,1
18727,5,5,6,4,42000000,2,10,16,0
18733,4,4,5,4,280000000,2,68,16,1
18737,5,5,5,4,310000000,2,99,16,1
18739,4,5,5,4,23000000,0,67,16,0
18744,4,4,5,4,75000000,2,99,16,0
18745,3,3,4,4,40000000,6,10,16,0
18750,4,4,5,4,90000000,6,149,1,0
18751,5,5,6,4,235000000,2,106,16,1
18755,4,5,5,4,300000000,4,48,1,1
18756,5,5,6,4,155000000,2,99,16,2
18757,3,3,5,4,12500000,1,59,16,0
18759,4,5,5,4,130000000,6,99,16,2
18760,5,6,7,4,100000000,2,99,16,2
18761,4,5,5,4,130000000,2,32,1,2
18765,5,5,5,4,75000000,2,17,18,0
18766,3,3,4,4,37000000,1,99,16,0
18768,4,5,6,4,65000000,4,99,16,0
18773,3,3,4,4,12500000,1,73,16,0
18776,5,5,7,4,55000000,2,10,16,0
18777,5,6,6,4,110000000,2,99,16,2
18780,4,5,5,4,65000000,2,10,16,0
18782,4,4,5,4,40000000,6,10,16,0
18783,5,5,6,4,105000000,2,99,16,2
18784,4,4,5,4,120000000,2,10,16,2
18788,5,5,6,4,120000000,2,99,16,2
18795,4,5,6,4,60000000,2,74,16,0
18799,4,4,5,4,235000000,4,68,16,1
18800,5,5,6,4,200000000,2,99,16,1
18801,5,5,6,4,75000000,2,99,16,0
18802,4,4,4,4,140000000,2,99,16,2
18804,3,3,4,4,125000000,4,148,1,2
18805,4,5,5,4,15000000,1,82,12,0
18808,4,4,5,4,90000000,4,99,16,0
18811,4,5,5,4,60000000,6,99,16,0
18812,5,6,7,4,80000000,2,10,16,0
18814,5,5,5,4,150000000,2,99,16,2
18815,4,4,5,4,220000000,2,89,1,1
18818,3,3,4,4,37000000,6,99,16,0
18820,4,4,4,4,57000000,2,99,16,0
18821,5,5,6,4,90000000,2,99,16,0
18822,4,4,5,4,65000000,2,10,16,0
18829,5,5,6,4,95000000,2,99,16,0
18830,5,5,5,4,135000000,2,99,16,2
18832,3,3,4,4,110000000,2,99,16,2
18833,5,5,5,4,300000000,2,48,1,1
18835,4,4,5,4,31000000,1,136,21,0
18836,4,4,5,4,80000000,2,99,16,0
18838,4,5,5,4,105000000,0,64,16,2
18839,6,6,6,4,220000000,2,119,16,1
18842,3,3,4,4,25000000,3,55,16,0
18844,4,4,5,4,250000000,2,68,16,1
18846,3,3,4,4,185000000,6,144,16,2
18855,5,5,6,4,160000000,2,99,16,2
18857,5,5,5,4,165000000,2,99,16,2
18858,5,6,6,4,180000000,2,99,16,2
18861,5,5,6,4,250000000,2,99,16,1
18863,4,4,5,4,85000000,6,99,16,0
18865,3,5,5,4,65000000,6,10,16,0
18867,4,4,4,4,75000000,2,99,16,0
18868,4,4,5,4,55000000,6,58,1,0
18870,4,4,5,4,65000000,4,10,16,0
18872,5,5,6,4,130000000,2,10,16,2
18873,4,4,5,4,82000000,2,99,16,0
18874,5,5,6,4,140000000,2,99,16,2
18877,3,3,4,4,45000000,6,99,16,0
18878,4,5,5,4,15000000,1,62,18,0
18879,4,4,5,4,90000000,2,99,16,0
18880,5,5,5,4,250000000,2,99,16,1
18881,4,4,5,4,90000000,2,99,16,0
18882,3,5,5,4,16500000,3,55,16,0
18884,3,5,4,4,30000000,4,55,16,0
18885,4,5,5,4,55000000,6,99,16,0
18889,3,4,4,4,20000000,1,99,16,0
18893,5,5,6,4,220000000,4,144,16,1
18895,3,3,4,4,45000000,4,10,16,0
18896,4,5,6,4,35000000,4,10,16,0
18898,4,4,5,4,94000000,2,136,21,0
18900,5,5,6,4,145000000,2,99,16,2
18901,3,4,4,4,36000000,1,99,16,0
18902,4,5,5,4,90000000,6,148,1,0
18903,3,5,5,4,50000000,0,132,11,0
18907,4,4,5,4,56000000,4,99,16,0
18909,4,4,5,4,85000000,3,99,16,0
18910,5,5,6,4,160000000,2,99,16,2
18916,4,5,5,4,20000000,0,126,8,0
18917,4,4,5,4,50000000,6,99,16,0
18921,4,4,5,4,280000000,2,68,16,1
18922,3,3,4,4,46000000,2,99,16,0
18926,4,5,4,4,55000000,6,99,16,0
18927,4,5,5,4,100000000,4,47,1,2
18934,4,5,5,4,140000000,2,99,16,2
18936,5,5,6,4,190000000,2,99,16,2
18937,4,5,6,4,95000000,2,10,16,0
18939,4,4,4,4,120000000,2,99,16,2
18941,4,5,5,4,55000000,4,99,16,0
18945,4,4,5,4,67000000,4,44,16,0
18946,4,4,5,4,80000000,2,99,16,0
18948,4,5,5,4,55000000,0,13,16,0
18950,5,5,5,4,140000000,2,99,16,2
18951,6,5,5,4,290000000,2,99,16,1
18952,5,5,6,4,235000000,2,106,16,1
18953,4,4,5,4,65000000,4,99,16,0
18954,4,5,5,4,160000000,6,99,16,2
18955,4,5,5,4,36000000,3,10,16,0
18957,5,5,6,4,89000000,2,99,16,0
18960,5,5,6,4,95000000,2,99,16,0
18961,4,5,5,4,135000000,6,144,16,2
18964,4,4,4,4,130000000,2,106,16,2
18966,3,3,4,4,11000000,1,112,18,0
18967,5,5,6,4,320000000,2,99,16,1
18968,3,3,4,4,25000000,3,103,1,0
18971,5,5,6,4,100000000,2,99,16,2
18978,5,5,6,4,130000000,2,99,16,2
18979,5,5,6,4,150000000,2,99,16,2
18983,4,5,5,4,63000000,4,99,16,0
18985,6,6,7,4,150000000,6,47,1,2
18988,5,5,6,4,45000000,2,99,16,0
18994,5,4,5,4,160000000,2,99,16,2
18995,5,5,6,4,300000000,2,99,16,1
18997,3,4,4,4,45000000,6,28,1,0
18999,6,5,5,4,80000000,2,18,7,0
19005,5,5,5,4,65000000,2,99,16,0
19006,4,4,5,4,78000000,4,99,16,0
19007,5,5,6,4,120000000,2,99,16,2
19009,5,5,6,4,35000000,2,136,21,0
19013,5,5,6,4,230000000,2,106,16,1
19016,3,5,5,4,8000000,1,65,16,0
19017,5,6,6,4,110000000,2,99,16,2
19019,5,5,6,4,310000000,2,99,3,1
19023,4,4,5,4,75000000,2,99,16,0
19024,4,4,4,4,13500000,1,65,16,0
19026,4,4,5,4,60000000,6,99,16,0
19028,5,6,6,4,105000000,2,122,16,2
19030,3,3,4,4,22000000,1,122,16,0
19034,5,6,6,4,210000000,2,10,16,1
19035,4,5,6,4,65000000,4,99,16,0
19036,5,5,6,4,165000000,2,99,16,2
19038,4,5,5,4,25000000,1,49,20,0
19039,4,4,5,4,280000000,2,68,16,1
19041,5,5,6,4,150000000,4,99,16,2
19044,4,5,5,4,5000000,0,60,18,0
19046,4,5,5,4,155000000,2,99,16,2
19047,4,4,5,4,80000000,2,99,16,0
19048,4,4,5,4,30000000,2,132,11,0
19049,5,6,6,4,100000000,2,99,16,2
19051,4,4,5,4,85000000,2,99,16,0
19053,4,5,5,4,80000000,4,99,16,0
19054,3,3,4,4,16000000,1,112,18,0
19055,4,4,5,4,125000000,2,119,16,2
19061,3,3,4,4,45000000,6,99,16,0
19067,4,4,5,4,60000000,2,99,16,0
19068,4,4,5,4,65000000,2,10,16,0
19069,5,5,7,4,140000000,2,99,16,2
19071,4,5,5,4,100000000,6,77,1,2
19074,4,4,4,4,65000000,4,99,16,0
19075,3,3,4,4,15000000,1,17,18,0
19076,5,5,5,4,200000000,2,64,16,1
19077,5,5,6,4,275000000,2,99,16,1
19079,4,4,5,4,75000000,4,99,16,0
19082,4,5,5,4,65000000,4,99,16,0
19083,4,4,5,4,55000000,4,99,16,0
19085,4,5,5,4,30000000,0,49,20,0
19086,5,6,6,4,95000000,2,99,16,0
19088,4,4,4,4,47000000,2,10,16,0
19092,4,4,5,4,55000000,2,64,16,0
19093,5,5,6,4,125000000,4,99,16,2
19094,5,5,6,4,120000000,2,99,16,2
19095,4,5,5,4,45000000,2,103,1,0
19100,4,4,5,4,165000000,6,99,16,2
19107,5,6,6,4,120000000,2,99,16,2
19111,4,5,5,4,65000000,2,10,16,0
19118,5,5,5,4,80000000,2,99,16,0
19119,6,6,7,4,125000000,2,99,16,2
19120,4,5,5,4,90000000,2,103,1,0
19121,5,5,6,4,70000000,2,99,16,0
19125,4,4,5,4,80000000,2,99,16,0
19126,3,4,4,4,16000000,3,65,16,0
19127,4,4,5,4,60000000,4,99,16,0
19129,4,5,6,4,65000000,4,99,16,0
19131,4,4,5,4,50000000,2,38,10,0
19132,5,5,5,4,120000000,2,99,16,2
19133,3,3,4,4,15000000,1,122,16,0
19137,4,5,5,4,12000000,2,103,1,0
19138,4,5,5,4,70000000,2,10,16,0
19144,4,4,4,4,76000000,4,99,16,0
19148,5,6,6,4,140000000,2,99,16,2
