,bedrooms,bathrooms,toilets,parking_space,price,title,town,state,cluster
5439,5,5,6,4,120000000,2,99,16,2
5440,5,5,6,4,135000000,2,64,16,2
5441,4,5,5,4,130000000,0,132,11,2
5444,4,4,5,4,24000000,1,55,16,0
5445,5,5,6,4,150000000,2,64,16,2
5446,4,5,5,4,27500000,1,136,21,0
5447,3,3,4,4,27500000,2,59,16,0
5450,4,4,5,4,125000000,2,99,16,2
5452,5,5,6,4,180000000,2,99,16,2
5453,4,4,5,4,75000000,6,142,1,0
5456,4,4,5,4,75000000,2,99,16,0
5457,5,5,5,4,60000000,2,45,1,0
5459,3,3,4,4,13000000,1,122,16,0
5461,5,5,6,4,60000000,2,10,16,0
5466,4,4,5,4,72000000,4,99,16,0
5469,4,4,5,4,90000000,6,47,1,0
5474,5,5,6,4,155000000,2,99,16,2
5476,4,5,5,4,30000000,0,49,20,0
5479,4,4,5,4,49000000,6,99,16,0
5480,4,5,5,4,75000000,2,99,16,0
5487,4,4,5,4,280000000,2,68,16,1
5490,4,5,5,4,150000000,2,99,16,2
5491,5,5,5,4,160000000,2,64,16,2
5492,3,3,4,4,19000000,1,55,16,0
5493,5,5,6,4,88000000,2,99,16,0
5495,5,5,6,4,87000000,2,99,16,0
5503,5,5,6,4,280000000,2,99,16,1
5507,5,5,6,4,120000000,2,99,16,2
5508,4,4,5,4,100000000,2,99,16,2
5511,4,5,4,4,80000000,2,99,16,0
5513,4,5,6,4,80000000,6,99,16,0
5514,3,3,4,4,33000000,1,99,16,0
5515,5,5,6,4,120000000,2,64,16,2
5517,5,5,6,4,125000000,2,99,16,2
5520,5,5,6,4,300000000,2,99,16,1
5521,4,5,5,4,73000000,2,99,16,0
5522,5,5,6,4,55000000,2,136,21,0
5524,4,3,5,4,50000000,6,99,16,0
5525,5,5,5,4,270000000,2,99,16,1
5530,4,5,5,4,85000000,0,99,16,0
5531,5,5,6,4,160000000,2,99,16,2
5533,4,5,5,4,68000000,4,99,16,0
5535,5,5,6,4,160000000,2,99,16,2
5537,5,5,5,4,135000000,4,10,16,2
5538,4,4,5,4,70000000,2,100,1,0
5539,5,5,5,4,250000000,2,144,16,1
5543,5,6,6,4,285000000,2,99,16,1
5545,4,4,5,4,280000000,2,68,16,1
5546,4,5,5,4,70000000,0,9,16,0
5549,3,4,4,4,85000000,2,99,16,0
5552,3,3,4,4,28000000,1,55,16,0
5553,6,6,7,4,160000000,2,75,16,2
5559,5,6,7,4,135000000,2,99,16,2
5561,5,5,6,4,170000000,2,99,16,2
5562,3,3,4,4,70000000,0,99,16,0
5563,5,5,6,4,280000000,2,99,16,1
5566,4,5,5,4,65000000,2,10,16,0
5568,5,5,5,4,26000000,1,0,0,0
5570,5,5,6,4,60000000,2,10,16,0
5571,4,4,5,4,70000000,2,99,16,0
5572,5,5,6,4,200000000,2,99,16,1
5575,4,5,5,4,90000000,2,99,16,0
5576,4,5,5,4,80000000,6,99,16,0
5577,5,5,6,4,310000000,2,99,16,1
5579,4,4,5,4,55000000,4,10,16,0
5581,6,6,7,4,150000000,4,86,1,2
5583,4,5,5,4,118000000,2,99,16,2
5587,4,4,5,4,130000000,2,144,16,2
5592,5,5,6,4,140000000,2,99,16,2
5593,5,6,6,4,95000000,2,99,16,0
5595,5,5,6,4,160000000,2,99,16,2
5597,4,4,5,4,190000000,4,99,16,2
5601,3,5,5,4,33000000,1,101,1,0
5604,5,6,7,4,150000000,2,99,16,2
5605,5,5,6,4,150000000,4,47,1,2
5607,6,6,6,4,15000000,2,49,20,0
5608,4,4,4,4,145000000,2,99,16,2
5609,3,5,5,4,34900000,1,10,16,0
5610,3,6,4,4,15000000,3,55,3,0
5611,5,5,6,4,300000000,2,99,16,1
5613,4,5,6,4,85000000,6,104,1,0
5616,3,5,5,4,60000000,1,42,1,0
5618,5,5,6,4,145000000,2,99,16,2
5621,5,5,6,4,130000000,2,99,16,2
5622,5,5,6,4,180000000,2,99,16,2
5623,5,5,5,4,16000000,1,65,16,0
5624,5,5,5,4,80000000,2,48,1,0
5625,5,5,6,4,150000000,2,99,16,2
5626,4,5,5,4,260000000,2,68,16,1
5629,5,5,6,4,190000000,2,99,16,2
5631,4,4,4,4,85000000,6,99,16,0
5633,4,4,5,4,75000000,2,99,16,0
5637,5,5,6,4,170000000,2,99,16,2
5638,3,5,5,4,100000000,1,126,8,2
5639,4,5,5,4,68000000,4,99,16,0
5641,5,6,7,4,120000000,2,99,16,2
5654,5,5,6,4,160000000,2,99,16,2
5656,5,5,6,4,230000000,2,77,1,1
5657,4,4,5,4,120000000,4,99,16,2
5658,5,5,5,4,125000000,2,99,16,2
5663,6,6,7,4,100000000,4,106,16,2
5664,4,4,5,4,280000000,2,68,16,1
5665,5,5,6,4,250000000,4,144,16,1
5666,5,5,6,4,75000000,2,132,11,0
5668,5,5,6,4,160000000,2,99,16,2
5670,4,4,5,4,35000000,1,132,11,0
5675,5,5,6,4,240000000,2,99,16,1
5676,4,4,5,4,90000000,4,19,1,0
5679,5,5,6,4,180000000,2,99,16,2
5681,4,4,5,4,150000000,2,64,16,2
5682,5,5,6,4,80000000,2,99,16,0
5688,5,5,6,4,130000000,2,99,16,2
5691,4,5,5,4,65000000,2,10,16,0
5694,5,5,6,4,270000000,2,99,16,1
5697,5,5,6,4,170000000,2,100,1,2
5699,5,5,6,4,100000000,2,99,16,2
5700,5,5,6,4,120000000,2,99,16,2
5703,4,4,5,4,110000000,2,99,16,2
5704,5,5,5,4,280000000,2,144,16,1
5705,3,3,4,4,38000000,1,55,16,0
5706,4,5,5,4,130000000,4,99,16,2
5713,3,4,5,4,29000000,2,42,1,0
5717,5,5,6,4,120000000,2,103,1,2
5718,4,4,5,4,120000000,2,99,16,2
5720,4,4,5,4,255000000,6,68,16,1
5721,4,4,5,4,115000000,6,99,16,2
5723,5,5,6,4,140000000,2,99,16,2
5724,4,5,5,4,50000000,4,10,16,0
5726,3,3,4,4,50000000,1,109,16,0
5727,5,5,5,4,130000000,2,99,16,2
5728,3,5,5,4,240000000,0,78,1,1
5729,3,3,4,4,53000000,0,104,1,0
5731,5,5,5,4,95000000,2,99,16,0
5735,5,5,5,4,100000000,2,72,16,2
5736,4,5,6,4,75000000,2,10,16,0
5737,4,4,5,4,55000000,2,99,16,0
5738,4,6,6,4,65000000,4,99,16,0
5739,6,6,7,4,125000000,2,99,16,2
5741,4,5,5,4,200000000,0,49,20,1
5742,4,4,5,4,140000000,2,16,1,2
5750,5,5,6,4,50000000,2,2,18,0
5751,4,5,5,4,70000000,2,10,16,0
5754,3,4,5,4,230000000,0,68,16,1
5756,3,3,4,4,25000000,1,55,16,0
5757,5,5,6,4,130000000,2,99,16,2
5759,6,6,7,4,70000000,2,99,16,0
5760,4,4,5,4,20000000,2,136,21,0
5768,4,5,5,4,5000000,1,65,16,0
5772,4,4,5,4,140000000,2,99,16,2
5773,5,5,6,4,200000000,2,64,16,1
5777,5,6,6,4,150000000,2,99,16,2
5779,4,4,5,4,60000000,2,10,16,0
5780,4,4,5,4,65000000,2,38,10,0
5783,4,4,5,4,50000000,6,47,1,0
5786,4,4,5,4,28000000,1,121,16,0
5789,4,5,5,4,19000000,0,71,15,0
5790,4,4,5,4,69000000,4,99,16,0
5791,3,3,4,4,43000000,0,99,16,0
5792,5,5,6,4,270000000,2,99,16,1
5794,6,6,6,4,58000000,2,76,16,0
5798,5,6,6,4,300000000,2,99,16,1
5801,4,5,5,4,120000000,6,144,16,2
5804,5,5,6,4,80000000,2,10,16,0
5807,4,4,5,4,80000000,2,99,16,0
5809,4,5,6,4,55000000,4,10,3,0
5812,5,6,6,4,310000000,2,99,16,1
5813,4,5,6,4,58000000,2,10,16,0
5816,3,3,4,4,55000000,2,99,16,0
5820,5,5,6,4,110000000,2,99,16,2
5822,4,4,5,4,90000000,2,99,16,0
5824,6,6,7,4,220000000,4,19,1,1
5826,5,5,6,4,155000000,2,99,16,2
5827,5,6,6,4,270000000,2,99,16,1
5828,4,4,5,4,80000000,2,99,16,0
5830,6,6,7,4,150000000,2,64,16,2
5831,4,5,5,4,72000000,4,10,16,0
5833,3,3,4,4,46000000,6,99,16,0
5836,4,5,5,4,75000000,2,99,16,0
5837,3,3,4,4,35000000,6,10,16,0
5839,5,5,6,4,235000000,2,106,16,1
5843,5,5,6,4,60000000,2,136,21,0
5846,5,6,7,4,85000000,2,10,16,0
5847,5,5,6,4,148000000,2,99,16,2
5849,4,4,5,4,55000000,2,99,16,0
5852,4,4,5,4,95000000,2,99,16,0
5858,3,3,4,4,200000000,0,68,16,1
5859,5,5,5,4,160000000,2,99,16,2
5860,4,4,5,4,50000000,4,94,1,0
5863,4,4,5,4,80000000,2,99,16,0
5864,4,5,5,4,75000000,4,99,16,0
5865,4,4,5,4,61000000,4,99,16,0
5868,3,3,4,4,45000000,2,10,16,0
5869,5,5,5,4,150000000,2,99,16,2
5872,4,5,5,4,33000000,2,55,16,0
5873,4,5,5,4,210000000,6,148,1,1
5876,5,5,6,4,105000000,2,99,16,2
5879,3,3,4,4,26000000,1,10,16,0
5882,4,4,4,4,70000000,2,10,16,0
5884,4,4,5,4,80000000,4,99,16,0
5885,5,5,6,4,220000000,2,132,11,1
5887,4,5,5,4,150000000,4,99,16,2
5890,4,4,5,4,45000000,2,10,16,0
5892,6,6,7,4,150000000,2,75,16,2
5894,6,5,5,4,45000000,1,49,20,0
5895,5,5,6,4,150000000,2,99,16,2
5896,4,4,5,4,80000000,4,99,16,0
5899,4,4,5,4,50000000,6,10,16,0
5901,5,5,6,4,105000000,2,99,16,2
5903,5,5,6,4,20000000,2,106,16,0
5909,5,5,6,4,70000000,2,10,16,0
5911,5,5,6,4,100000000,2,99,16,2
5912,4,4,5,4,68000000,4,99,16,0
5914,4,4,5,4,60000000,2,10,16,0
5917,3,5,5,4,45000000,2,10,16,0
5918,4,4,5,4,135000000,2,106,16,2
5920,5,5,6,4,130000000,2,99,16,2
5923,5,6,6,4,125000000,2,99,16,2
5927,4,5,5,4,140000000,6,144,16,2
5928,5,5,6,4,120000000,2,99,3,2
5933,5,5,6,4,120000000,2,99,16,2
5934,4,4,5,4,53000000,2,10,16,0
5935,5,5,5,4,150000000,2,89,1,2
5939,4,4,5,4,45000000,2,10,16,0
5940,3,3,4,4,26000000,3,55,16,0
5942,4,5,5,4,23000000,0,2,18,0
5944,4,4,5,4,140000000,2,99,16,2
5945,4,5,5,4,270000000,2,68,16,1
5947,5,5,6,4,155000000,2,99,16,2
5950,3,4,4,4,37000000,4,55,16,0
5952,4,6,6,4,90000000,2,99,16,0
5953,5,6,6,4,100000000,2,99,16,2
5954,5,5,5,4,100000000,2,99,16,2
5955,5,6,6,4,160000000,2,99,16,2
5958,5,5,6,4,120000000,2,99,16,2
5959,3,3,4,4,17200000,0,105,18,0
5960,3,3,4,4,16000000,1,112,18,0
5962,4,4,5,4,280000000,2,68,16,1
5965,4,4,5,4,240000000,0,68,16,1
5966,3,3,4,4,35000000,0,10,16,0
5967,4,5,5,4,110000000,2,99,16,2
5971,4,4,5,4,240000000,6,68,16,1
5972,4,5,5,4,150000000,0,18,7,2
5974,4,4,5,4,65000000,6,78,1,0
5976,3,3,4,4,25000000,1,99,16,0
5978,5,6,6,4,220000000,2,99,16,1
5979,5,5,5,4,150000000,2,99,16,2
5981,5,5,6,4,85000000,2,99,16,0
5982,4,4,4,4,6500000,5,121,16,0
5986,4,4,5,4,65000000,2,10,16,0
5988,5,5,6,4,250000000,2,99,16,1
5990,5,5,6,4,100000000,2,99,16,2
5992,3,3,4,4,22000000,2,10,3,0
5993,5,5,6,4,155000000,2,99,16,2
5999,6,5,5,4,180000000,2,141,16,2
6000,4,5,5,4,80000000,2,99,16,0
6002,5,5,6,4,150000000,2,99,16,2
6003,4,4,5,4,35000000,4,26,1,0
6006,3,3,4,4,28000000,6,10,16,0
6007,4,4,5,4,60000000,4,99,16,0
6008,4,4,5,4,55000000,2,10,16,0
6016,4,4,5,4,30000000,1,101,1,0
6018,5,5,6,4,140000000,2,99,16,2
6019,4,4,5,4,200000000,6,107,1,1
6021,3,5,4,4,35000000,1,12,3,0
6022,5,5,6,4,270000000,2,99,16,1
6023,5,5,5,4,120000000,2,99,16,2
6024,4,5,5,4,75000000,2,99,16,0
6026,5,5,6,4,80000000,2,10,16,0
6029,4,4,5,4,85000000,2,99,16,0
6031,5,6,6,4,120000000,2,132,11,2
6033,4,5,5,4,90000000,2,99,16,0
6035,5,5,6,4,235000000,2,106,16,1
6038,4,4,5,4,61000000,4,99,16,0
6040,5,5,6,4,140000000,2,99,16,2
6041,3,3,4,4,43000000,1,10,16,0
6048,5,5,5,4,110000000,2,99,16,2
6049,3,3,4,4,16000000,1,111,18,0
6051,5,5,6,4,90000000,2,89,1,0
6052,4,4,5,4,75000000,2,99,16,0
6053,4,4,5,4,25000000,2,96,1,0
6056,4,5,5,4,130000000,2,99,16,2
6058,4,5,5,4,45000000,1,49,20,0
6061,4,4,5,4,77000000,4,99,16,0
6064,5,5,6,4,95000000,2,10,16,0
6068,4,6,7,4,55000000,2,10,16,0
6076,4,4,5,4,30000000,4,38,10,0
6077,5,5,5,4,150000000,2,99,16,2
6078,4,5,6,4,120000000,2,99,16,2
6081,4,4,5,4,58000000,3,55,16,0
6084,5,5,6,4,155000000,2,99,16,2
6089,4,4,5,4,125000000,2,144,16,2
6090,5,6,7,4,250000000,2,107,1,1
6091,5,5,5,4,55000000,2,10,16,0
6092,5,5,6,4,90000000,2,99,16,0
6094,6,5,5,4,250000000,2,144,16,1
6100,4,5,5,4,250000000,4,68,16,1
6103,5,5,6,4,75000000,2,10,16,0
6104,4,4,5,4,80000000,4,99,16,0
6118,4,4,5,4,61000000,4,99,16,0
6119,5,6,6,4,90000000,2,99,16,0
6123,5,5,6,4,58000000,2,99,16,0
6124,4,5,5,4,60000000,6,85,1,0
6126,5,6,6,4,180000000,2,99,16,2
6127,4,4,5,4,38000000,6,10,16,0
6133,4,4,5,4,120000000,2,99,16,2
6137,4,4,5,4,43000000,6,99,16,0
6138,4,4,5,4,45000000,3,10,16,0
6139,4,4,5,4,28000000,1,10,16,0
6145,5,5,6,4,150000000,2,109,16,2
6147,5,5,6,4,135000000,2,99,16,2
6150,3,3,4,4,18000000,0,42,1,0
6152,5,6,6,4,250000000,2,99,16,1
6153,5,5,6,4,125000000,2,99,16,2
6155,4,4,5,4,125000000,2,64,16,2
6156,4,4,5,4,61000000,4,99,16,0
6158,5,5,6,4,140000000,2,10,16,2
6161,5,5,6,4,200000000,4,99,16,1
6171,5,5,6,4,125000000,2,99,16,2
6172,5,5,5,4,25000000,0,40,7,0
6173,5,5,6,4,165000000,2,99,16,2
6175,4,5,5,4,44000000,4,99,16,0
6178,4,5,5,4,115000000,2,99,16,2
6181,4,5,5,4,65000000,2,10,16,0
6182,4,4,5,4,280000000,2,68,16,1
6183,4,4,5,4,250000000,2,99,16,1
6184,4,5,5,4,60000000,2,75,16,0
6185,5,5,6,4,140000000,2,99,16,2
6187,4,4,5,4,75000000,4,99,16,0
6194,5,5,6,4,60000000,2,10,16,0
6195,4,4,5,4,60000000,1,48,1,0
6206,4,4,5,4,130000000,2,64,16,2
6207,4,4,5,4,120000000,2,150,16,2
6208,5,6,7,4,130000000,2,99,16,2
6209,4,4,5,4,280000000,2,68,16,1
6210,5,5,6,4,140000000,2,99,16,2
6212,4,4,5,4,58000000,6,99,16,0
6213,3,3,4,4,30000000,6,10,16,0
6214,5,6,6,4,200000000,2,89,1,1
6215,5,5,6,4,165000000,2,99,16,2
6216,5,5,6,4,90000000,2,99,16,0
6218,4,4,5,4,150000000,6,144,16,2
6225,5,5,6,4,90000000,2,99,16,0
6226,5,5,6,4,105000000,2,99,16,2
6230,4,4,5,4,70000000,4,28,1,0
6232,4,4,5,4,75000000,2,49,20,0
6233,5,5,6,4,130000000,2,99,16,2
6235,4,4,5,4,56000000,2,10,16,0
6237,5,5,5,4,205000000,2,64,16,1
6241,4,4,5,4,80000000,2,99,16,0
6242,5,5,5,4,130000000,2,99,16,2
6244,4,5,5,4,85000000,2,41,1,0
6248,5,5,6,4,85000000,2,99,16,0
6250,4,5,5,4,71000000,6,99,16,0
6251,3,4,4,4,18000000,1,79,18,0
6254,5,5,6,4,77000000,2,99,16,0
6256,4,5,6,4,150000000,2,99,16,2
6259,5,5,6,4,120000000,2,99,16,2
6260,4,5,5,4,45000000,4,10,16,0
6262,4,4,5,4,67000000,2,99,16,0
6265,5,5,5,4,70000000,2,49,20,0
6267,4,5,5,4,200000000,4,68,16,1
6270,4,4,5,4,60000000,2,10,16,0
6271,4,4,5,4,60000000,2,10,16,0
6276,3,5,5,4,23000000,1,9,16,0
6277,5,5,6,4,280000000,2,99,16,1
6278,5,5,6,4,79000000,2,106,16,0
6279,4,4,5,4,25000000,2,49,20,0
6282,5,4,6,4,130000000,2,99,16,2
6284,4,5,5,4,50000000,6,10,16,0
6286,5,5,6,4,78000000,2,99,16,0
6287,5,5,5,4,185000000,4,68,16,2
6289,4,4,5,4,90000000,2,99,16,0
6290,5,5,6,4,130000000,2,99,16,2
6296,5,5,6,4,155000000,2,99,16,2
6302,4,4,5,4,160000000,6,99,16,2
6304,3,5,5,4,25000000,1,103,1,0
6309,5,6,7,4,65000000,2,99,16,0
6310,4,5,5,4,48000000,4,10,16,0
6311,4,4,5,4,170000000,2,144,16,2
6316,4,4,5,4,130000000,6,99,16,2
6318,5,5,6,4,170000000,2,99,16,2
6319,4,5,5,4,60000000,2,10,16,0
6324,4,5,5,4,75000000,4,99,16,0
6326,5,5,6,4,280000000,2,99,16,1
6328,4,4,5,4,23500000,4,105,18,0
6329,4,4,4,4,220000000,0,68,16,1
6331,4,4,5,4,50000000,4,99,16,0
6334,4,4,5,4,150000000,2,99,16,2
6335,5,5,6,4,120000000,2,99,16,2
6338,4,5,5,4,35000000,0,39,16,0
6339,4,5,5,4,106000000,4,99,16,2
6340,5,5,6,4,125000000,2,99,16,2
6342,5,5,7,4,95000000,2,99,16,0
6343,3,3,4,4,35000000,1,10,16,0
6345,4,4,4,4,85000000,2,10,16,0
6348,4,4,5,4,75000000,4,99,16,0
6350,3,5,4,4,70000000,6,77,1,0
6351,4,4,5,4,140000000,2,122,16,2
6352,5,5,5,4,60000000,2,10,16,0
6353,4,5,5,4,50000000,4,100,1,0
6354,5,5,6,4,200000000,2,10,16,1
6357,5,5,6,4,130000000,2,99,16,2
6358,5,5,6,4,155000000,2,99,16,2
6359,5,5,5,4,280000000,2,99,16,1
6363,3,3,4,4,20000000,1,55,16,0
6364,5,5,5,4,80000000,2,76,16,0
6375,4,4,5,4,76000000,4,99,16,0
6379,4,4,5,4,55000000,2,10,16,0
6381,5,5,6,4,140000000,2,99,16,2
6382,5,6,7,4,132000000,2,99,16,2
6384,5,6,6,4,200000000,4,148,1,1
6385,5,5,6,4,58000000,6,99,16,0
6386,5,5,6,4,80000000,2,99,16,0
6388,4,5,5,4,110000000,6,99,16,2
6391,4,5,5,4,47500000,0,114,16,0
6394,5,5,6,4,195000000,5,144,3,1
6396,4,5,5,4,65000000,2,10,16,0
6398,4,4,5,4,110000000,2,64,16,2
6399,5,5,6,4,120000000,2,99,16,2
6400,5,5,6,4,235000000,2,106,16,1
6401,5,6,6,4,90000000,2,99,16,0
6402,4,4,5,4,80000000,4,99,16,0
6403,5,5,6,4,165000000,2,99,16,2
6404,3,4,4,4,16000000,0,9,16,0
6409,4,4,5,4,280000000,2,68,16,1
6411,4,4,5,4,125000000,4,99,16,2
6415,4,4,5,4,130000000,6,47,1,2
6418,3,5,5,4,25000000,0,112,18,0
6422,3,3,4,4,120000000,0,106,16,2
6424,6,6,7,4,130000000,2,99,16,2
6425,4,4,5,4,90000000,2,99,16,0
6426,5,5,6,4,90000000,2,99,16,0
6428,5,5,6,4,110000000,2,99,16,2
6432,5,6,6,4,250000000,2,64,16,1
6433,5,5,5,4,250000000,2,107,1,1
6434,5,5,6,4,140000000,2,99,16,2
6436,4,4,5,4,190000000,4,99,16,2
6437,3,5,5,4,7000000,1,67,16,0
6440,4,6,6,4,83000000,2,99,16,0
6442,5,5,6,4,80000000,2,106,16,0
6443,4,4,5,4,58000000,6,99,16,0
6444,5,5,6,4,150000000,2,99,16,2
6445,5,5,6,4,275000000,2,99,16,1
6446,4,5,5,4,50000000,1,101,1,0
6448,4,4,5,4,65000000,2,99,16,0
6451,5,5,6,4,90000000,2,99,16,0
6456,3,4,4,4,20000000,1,48,1,0
6461,5,5,6,4,270000000,2,99,16,1
6463,5,5,6,4,300000000,2,99,16,1
6467,4,4,4,4,40000000,4,99,16,0
6470,5,5,5,4,70000000,2,10,16,0
6475,4,4,5,4,190000000,2,99,16,2
6477,4,5,5,4,45000000,0,13,16,0
6478,5,5,6,4,235000000,2,106,16,1
6479,5,5,6,4,95000000,2,99,16,0
6480,5,5,6,4,70000000,4,99,16,0
6484,5,6,6,4,250000000,2,99,16,1
6485,5,5,6,4,115000000,2,99,16,2
6486,4,4,5,4,47000000,2,10,16,0
6487,5,5,6,4,78000000,2,99,16,0
6489,5,5,5,4,150000000,2,99,16,2
6491,4,4,5,4,59500000,4,99,16,0
6493,4,5,5,4,40000000,0,49,20,0
6494,3,4,4,4,13800000,3,10,16,0
6495,5,5,6,4,155000000,4,99,16,2
6498,4,4,5,4,50000000,3,10,16,0
6502,4,4,5,4,65500000,6,99,16,0
6507,4,5,5,4,58000000,4,99,16,0
6509,4,5,5,4,55000000,2,99,16,0
6511,4,5,5,4,45000000,0,13,16,0
6513,4,5,5,4,75000000,2,99,16,0
6517,6,6,6,4,100000000,2,76,16,2
6519,4,4,5,4,65000000,2,10,16,0
6520,4,4,5,4,35000000,2,73,16,0
6525,4,4,5,4,120000000,2,42,1,2
6526,4,5,5,4,38000000,1,49,20,0
6528,4,5,5,4,65000000,4,99,16,0
6529,5,5,6,4,300000000,2,99,16,1
6537,4,4,4,4,67000000,2,99,16,0
6539,4,5,5,4,82000000,2,99,16,0
6541,4,4,5,4,58000000,4,99,16,0
6542,4,4,5,4,70000000,2,99,16,0
6543,5,5,6,4,250000000,2,99,16,1
6544,5,5,6,4,120000000,2,99,16,2
6546,5,5,6,4,130000000,2,99,16,2
6547,4,4,5,4,70000000,2,10,16,0
6548,5,5,6,4,160000000,2,99,16,2
6554,4,4,5,4,60000000,1,48,1,0
6556,3,5,5,4,13000000,0,60,18,0
6559,4,4,5,4,45000000,6,100,1,0
6562,4,4,5,4,90000000,2,10,16,0
6563,5,5,6,4,95000000,4,47,1,0
6564,4,4,5,4,61000000,4,99,16,0
6565,4,5,5,4,54000000,6,99,16,0
6567,4,4,5,4,50000000,6,16,1,0
6574,4,5,5,4,48000000,6,85,1,0
6575,3,4,4,4,32000000,1,10,16,0
6576,4,5,5,4,12000000,0,59,16,0
6579,4,4,5,4,125000000,6,99,16,2
6581,4,4,5,4,70000000,2,99,16,0
6582,5,5,6,4,95000000,2,99,16,0
6585,4,4,5,4,120000000,2,99,16,2
6587,4,5,5,4,80000000,4,99,16,0
6589,4,4,5,4,79000000,2,99,16,0
6591,6,6,7,4,145000000,2,75,16,2
6594,5,5,6,4,130000000,2,10,16,2
6597,4,4,4,4,75000000,6,109,16,0
6599,4,4,5,4,80000000,2,99,16,0
6600,4,5,5,4,95000000,0,99,16,0
6601,5,5,6,4,280000000,2,68,16,1
6605,4,4,5,4,125000000,2,99,16,2
6607,5,5,5,4,140000000,2,149,1,2
6613,4,4,5,4,79000000,4,99,16,0
6615,4,5,5,4,80000000,2,99,16,0
6617,4,5,5,4,28000000,0,136,21,0
6618,5,5,6,4,260000000,2,99,16,1
6624,4,4,5,4,75000000,6,149,1,0
6625,5,5,6,4,170000000,2,99,16,2
6628,5,5,6,4,120000000,2,99,16,2
6629,5,4,5,4,38000000,6,123,18,0
6633,5,5,6,4,180000000,2,99,16,2
6639,4,4,5,4,80000000,2,99,16,0
6644,4,5,5,4,300000000,6,68,16,1
6645,5,5,6,4,320000000,2,99,16,1
6646,4,5,5,4,56000000,2,99,16,0
6652,6,5,5,4,85000000,2,150,16,0
6653,4,4,5,4,185000000,0,68,16,2
6654,5,6,6,4,110000000,2,99,16,2
6659,4,4,5,4,95000000,2,99,16,0
6660,3,5,5,4,25000000,1,105,18,0
6667,4,4,5,4,90000000,2,99,16,0
6677,5,6,6,4,160000000,2,89,1,2
6682,5,5,5,4,90000000,2,44,16,0
6683,3,4,4,4,40000000,6,99,16,0
6684,5,6,6,4,180000000,6,99,16,2
6687,4,4,5,4,280000000,2,68,16,1
6688,5,5,5,4,70000000,4,44,16,0
6689,3,4,4,4,45000000,1,149,1,0
6695,5,5,6,4,195000000,2,99,16,1
6700,4,5,5,4,105000000,2,99,16,2
6702,4,4,5,4,35000000,2,60,18,0
6703,4,5,5,4,14000000,0,60,18,0
6707,4,4,4,4,17000000,1,49,20,0
6709,4,4,5,4,50000000,4,10,16,0
6711,5,5,6,4,300000000,2,99,16,1
6712,4,5,5,4,70000000,0,132,11,0
6713,4,5,5,4,185000000,6,77,1,2
6714,5,5,6,4,270000000,2,99,16,1
6715,3,3,4,4,9000000,1,18,7,0
6723,4,4,5,4,88000000,2,99,16,0
6725,5,5,6,4,90000000,2,136,21,0
6730,4,4,5,4,200000000,4,99,16,1
6732,4,5,5,4,100000000,0,72,16,2
6738,4,5,5,4,105000000,6,47,1,2
6739,5,5,5,4,125000000,2,99,16,2
6740,5,5,6,4,200000000,2,99,16,1
6741,5,5,6,4,95000000,2,99,16,0
6744,5,5,5,4,230000000,2,68,16,1
6745,5,5,6,4,320000000,2,99,16,1
6752,4,4,5,4,150000000,2,90,1,2
6755,4,4,5,4,75000000,4,99,16,0
6757,5,5,6,4,120000000,2,99,16,2
6759,4,4,5,4,50000000,6,99,16,0
6760,4,4,5,4,50000000,6,99,16,0
6763,4,4,5,4,75000000,2,99,16,0
6766,4,5,5,4,60000000,0,150,16,0
6767,5,5,6,4,130000000,2,99,16,2
6768,4,4,5,4,35000000,2,10,16,0
6770,5,5,6,4,280000000,2,99,16,1
6771,4,4,5,4,52000000,6,99,16,0
6772,5,6,6,4,200000000,2,99,16,1
6778,4,4,5,4,75000000,4,106,16,0
6779,5,5,6,4,93000000,2,99,16,0
6781,3,4,4,4,30000000,1,103,1,0
6784,4,4,5,4,29000000,6,99,16,0
6785,4,4,5,4,55000000,4,10,16,0
6789,5,5,5,4,165000000,2,99,16,2
6791,4,4,5,4,40000000,2,10,16,0
6796,4,4,5,4,200000000,2,68,16,1
6797,4,5,5,4,75000000,4,99,16,0
6800,5,5,5,4,320000000,2,99,16,1
6801,4,4,5,4,55000000,2,10,16,0
6803,3,3,4,4,130000000,4,148,1,2
6804,4,5,5,4,35000000,0,68,16,0
6805,6,5,6,4,135000000,2,99,16,2
6809,4,4,5,4,61000000,4,99,16,0
6810,3,5,4,4,40000000,4,111,18,0
6813,4,5,5,4,250000000,2,99,16,1
6814,4,4,5,4,45000000,6,149,1,0
6817,4,5,5,4,85000000,2,99,16,0
6818,5,5,6,4,145000000,2,99,16,2
6819,4,4,5,4,85000000,2,99,16,0
6823,3,3,4,4,60000000,2,75,16,0
6826,3,5,5,4,27000000,6,48,1,0
6827,3,5,5,4,80000000,0,99,16,0
6830,4,4,5,4,150000000,2,144,16,2
6840,5,5,6,4,140000000,2,81,1,2
6844,4,5,5,4,45000000,6,125,20,0
6847,4,4,5,4,50000000,2,99,16,0
6848,5,5,5,4,22000000,5,65,16,0
6850,5,5,6,4,80000000,2,99,16,0
6854,5,5,6,4,140000000,2,99,16,2
6856,4,5,5,4,65000000,2,99,16,0
6857,3,3,4,4,38000000,1,103,1,0
6859,6,6,7,4,155000000,2,75,16,2
6861,5,5,6,4,90000000,2,99,16,0
6863,4,5,5,4,85000000,6,99,16,0
